#{"t_start": 1702243112.2229602, "env_id": "None"}
r,l,t
26.0,1002,1954.220707
31.0,1002,1973.301407
24.0,1002,1988.916943
20.0,1002,2004.512428
26.0,1002,2020.155359
22.0,1002,2035.77778
22.0,1002,2051.402732
25.0,1002,2067.021393
15.0,1002,2082.653092
33.0,1002,2101.747715
19.0,1002,2117.342347
17.0,1002,2132.95353
12.0,1002,2148.576641
22.0,1002,2164.197583
31.0,1002,2179.801972
18.0,1002,2195.430085
31.0,1002,2211.053271
22.0,1002,2230.18639
29.0,1002,2245.827982
29.0,1002,2261.470335
24.0,1002,2277.082756
17.0,1002,2292.672477
33.0,1002,2308.293944
28.0,1002,2323.891963
27.0,1002,2339.504868
21.0,1002,2355.098412
23.0,1002,2374.267417
31.0,1002,2389.885893
19.0,1002,2405.494131
21.0,1002,2421.110876
29.0,1002,2436.723211
26.0,1002,2452.318889
21.0,1002,2467.962409
25.0,1002,2483.56568
22.0,1002,2502.679884
19.0,1002,2518.262816
26.0,1002,2533.871654
19.0,1002,2549.493994
24.0,1002,2565.115571
17.0,1002,2580.702912
24.0,1002,2596.32189
22.0,1002,2611.926851
26.0,1002,2631.103234
21.0,1002,2646.719625
22.0,1002,2662.294004
16.0,1002,2677.913669
23.0,1002,2693.525493
23.0,1002,2709.119519
26.0,1002,2724.718213
26.0,1002,2740.34456
23.0,1002,2759.459954
28.0,1002,2775.09135
34.0,1002,2790.704831
20.0,1002,2806.319535
30.0,1002,2821.931838
29.0,1002,2837.555417
21.0,1002,2853.146287
17.0,1002,2868.763819
28.0,1002,2887.77825
27.0,1002,2903.384503
25.0,1002,2918.997341
26.0,1002,2934.61997
28.0,1002,2950.227292
19.0,1002,2965.843512
25.0,1002,2981.475533
20.0,1002,2997.075697
24.0,1002,3012.691147
21.0,1002,3031.790682
31.0,1002,3047.386706
17.0,1002,3063.003816
22.0,1002,3078.618756
17.0,1002,3094.262511
25.0,1002,3109.914443
34.0,1002,3125.595229
31.0,1002,3141.25195
28.0,1002,3160.936861
20.0,1002,3176.555297
32.0,1002,3192.162098
30.0,1002,3207.777727
27.0,1002,3223.389981
21.0,1002,3238.98184
22.0,1002,3254.585137
27.0,1002,3270.209582
30.0,1002,3289.309936
22.0,1002,3304.94684
30.0,1002,3320.606484
29.0,1002,3336.270969
31.0,1002,3351.91075
27.0,1002,3367.518064
20.0,1002,3383.122013
30.0,1002,3398.759375
28.0,1002,3417.910791
25.0,1002,3433.53352
22.0,1002,3449.124695
24.0,1002,3464.732549
23.0,1002,3480.383567
23.0,1002,3495.980828
29.0,1002,3511.605613
26.0,1002,3527.203338
23.0,1002,3546.3822
25.0,1002,3561.996409
23.0,1002,3577.624611
27.0,1002,3593.252806
25.0,1002,3608.832872
26.0,1002,3624.449046
29.0,1002,3640.046597
22.0,1002,3655.641218
22.0,1002,3675.690463
26.0,1002,3691.302796
27.0,1002,3706.919282
23.0,1002,3722.52217
24.0,1002,3738.142332
30.0,1002,3753.758248
21.0,1002,3769.345447
19.0,1002,3784.947833
22.0,1002,3800.563123
23.0,1002,3819.81218
24.0,1002,3835.428256
22.0,1002,3851.050735
22.0,1002,3866.675667
23.0,1002,3882.291925
26.0,1002,3897.921377
32.0,1002,3913.537117
25.0,1002,3929.131248
25.0,1002,3948.284117
27.0,1002,3963.915124
28.0,1002,3979.529418
29.0,1002,3995.165532
20.0,1002,4010.796629
26.0,1002,4026.437759
26.0,1002,4042.034812
27.0,1002,4057.666428
26.0,1002,4076.824931
28.0,1002,4092.445469
24.0,1002,4108.040057
25.0,1002,4123.625127
28.0,1002,4139.26277
25.0,1002,4154.898933
24.0,1002,4170.527017
23.0,1002,4186.158763
25.0,1002,4205.284705
30.0,1002,4220.904951
23.0,1002,4236.544519
29.0,1002,4252.14328
23.0,1002,4267.754102
28.0,1002,4283.365165
21.0,1002,4299.001721
26.0,1002,4314.618058
28.0,1002,4333.808244
26.0,1002,4349.431558
23.0,1002,4365.053818
22.0,1002,4380.646086
29.0,1002,4396.268492
22.0,1002,4411.904648
23.0,1002,4427.520847
27.0,1002,4443.165515
24.0,1002,4462.331721
25.0,1002,4477.961147
21.0,1002,4493.588425
24.0,1002,4509.210802
30.0,1002,4524.827358
23.0,1002,4540.453508
20.0,1002,4556.068719
18.0,1002,4571.691663
25.0,1002,4587.324558
19.0,1002,4606.481675
28.0,1002,4622.115505
29.0,1002,4637.71171
21.0,1002,4653.327099
20.0,1002,4668.940123
21.0,1002,4684.579113
21.0,1002,4700.191614
23.0,1002,4715.813482
22.0,1002,4735.030263
20.0,1002,4750.63826
22.0,1002,4766.273615
27.0,1002,4781.906213
28.0,1002,4797.513181
25.0,1002,4813.155189
22.0,1002,4828.776151
20.0,1002,4844.399016
18.0,1002,4863.55753
1031.0,908,4877.683115
21.0,1002,4893.3049
27.0,1002,4908.924832
18.0,1002,4924.523198
26.0,1002,4940.12069
18.0,1002,4955.764948
25.0,1002,4971.386302
19.0,1002,4990.644231
22.0,1002,5006.270522
19.0,1002,5021.908781
17.0,1002,5037.53605
23.0,1002,5053.161026
24.0,1002,5068.761437
26.0,1002,5084.375314
28.0,1002,5099.980335
21.0,1002,5119.126337
21.0,1002,5134.72807
17.0,1002,5150.339812
18.0,1002,5165.959794
28.0,1002,5181.577665
30.0,1002,5197.212005
25.0,1002,5212.825224
26.0,1002,5228.438459
21.0,1002,5244.067289
15.0,1002,5263.251384
23.0,1002,5278.859608
21.0,1002,5294.499079
25.0,1002,5310.12647
27.0,1002,5325.751462
15.0,1002,5341.36418
19.0,1002,5357.004141
28.0,1002,5372.637233
24.0,1002,5391.799431
22.0,1002,5407.436404
27.0,1002,5423.047989
29.0,1002,5438.66032
23.0,1002,5454.269704
25.0,1002,5469.887513
17.0,1002,5485.513675
15.0,1002,5501.130869
29.0,1002,5520.260088
18.0,1002,5535.869402
22.0,1002,5551.481992
22.0,1002,5567.096313
26.0,1002,5582.717445
25.0,1002,5598.306268
22.0,1002,5613.92453
29.0,1002,5629.552352
25.0,1002,5648.677853
28.0,1002,5664.284012
25.0,1002,5679.912922
31.0,1002,5695.519718
24.0,1002,5711.120621
28.0,1002,5726.745957
22.0,1002,5742.369144
28.0,1002,5757.99471
29.0,1002,5777.141471
28.0,1002,5792.766351
1026.0,170,5795.444182
28.0,1002,5811.069951
30.0,1002,5826.666605
31.0,1002,5842.279687
32.0,1002,5857.932132
31.0,1002,5873.545837
22.0,1002,5889.155661
27.0,1002,5908.314935
29.0,1002,5923.930824
24.0,1002,5939.53422
32.0,1002,5955.16008
33.0,1002,5970.776417
31.0,1002,5986.391248
28.0,1002,6002.014597
28.0,1002,6017.617173
21.0,1002,6033.25154
28.0,1002,6052.34416
26.0,1002,6067.946458
23.0,1002,6083.619678
31.0,1002,6099.31982
19.0,1002,6115.073775
25.0,1002,6130.751948
1028.0,452,6137.807311
20.0,1002,6153.438999
29.0,1002,6172.564549
26.0,1002,6188.196998
29.0,1002,6203.832498
24.0,1002,6219.464906
30.0,1002,6235.063323
24.0,1002,6250.669255
28.0,1002,6266.265345
23.0,1002,6281.896837
29.0,1002,6301.001172
26.0,1002,6316.63705
25.0,1002,6332.237843
26.0,1002,6347.840688
20.0,1002,6363.475587
22.0,1002,6379.095946
24.0,1002,6394.704115
26.0,1002,6410.313296
28.0,1002,6425.934899
24.0,1002,6445.110518
26.0,1002,6460.733073
30.0,1002,6476.351229
26.0,1002,6491.953711
26.0,1002,6507.601191
28.0,1002,6523.232909
26.0,1002,6538.863102
23.0,1002,6554.480668
21.0,1002,6573.592134
29.0,1002,6589.213319
25.0,1002,6604.808551
23.0,1002,6620.437488
29.0,1002,6636.067992
26.0,1002,6651.673062
26.0,1002,6667.283699
1025.0,132,6669.371111
28.0,1002,6684.977676
21.0,1002,6704.132796
29.0,1002,6719.765424
25.0,1002,6735.393254
32.0,1002,6751.027334
23.0,1002,6766.646345
24.0,1002,6782.261581
30.0,1002,6797.864956
26.0,1002,6813.490954
25.0,1002,6832.605074
28.0,1002,6848.201544
23.0,1002,6863.821571
26.0,1002,6879.451929
20.0,1002,6895.051011
26.0,1002,6910.654778
26.0,1002,6926.262805
19.0,1002,6941.891155
24.0,1002,6961.034918
24.0,1002,6976.644657
25.0,1002,6992.252009
23.0,1002,7007.872095
22.0,1002,7023.48073
28.0,1002,7039.105825
18.0,1002,7054.732391
24.0,1002,7070.374996
28.0,1002,7089.488531
21.0,1002,7105.09944
23.0,1002,7120.72362
27.0,1002,7136.34722
25.0,1002,7151.953787
22.0,1002,7167.587269
26.0,1002,7183.219711
21.0,1002,7198.846323
22.0,1002,7214.447667
25.0,1002,7233.593089
19.0,1002,7249.220578
21.0,1002,7264.821968
22.0,1002,7280.430003
21.0,1002,7296.04873
26.0,1002,7311.658595
23.0,1002,7327.262203
22.0,1002,7342.87289
17.0,1002,7362.167134
26.0,1002,7377.784295
26.0,1002,7393.391165
19.0,1002,7409.00933
25.0,1002,7424.61103
18.0,1002,7440.233895
26.0,1002,7455.866068
19.0,1002,7471.511479
29.0,1002,7490.686369
28.0,1002,7506.299084
24.0,1002,7521.924076
25.0,1002,7537.548957
26.0,1002,7553.159857
22.0,1002,7568.766697
22.0,1002,7584.398021
23.0,1002,7600.029469
20.0,1002,7619.135486
21.0,1002,7634.726784
28.0,1002,7650.350057
22.0,1002,7665.946579
21.0,1002,7681.573304
28.0,1002,7697.200141
22.0,1002,7712.840959
30.0,1002,7728.454154
23.0,1002,7747.599438
21.0,1002,7763.223332
18.0,1002,7778.852342
29.0,1002,7794.451545
21.0,1002,7810.076453
18.0,1002,7825.665369
